msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
vITlgNL7bxTfT118iQHHS+hpjC6CR6LhG92B1DQp6Qw=,41,30,149,149,1,2015-10-29,2015-10-29,1
vITlgNL7bxTfT118iQHHS+hpjC6CR6LhG92B1DQp6Qw=,41,0,0,149,1,2015-05-01,2015-06-02,0
vJGuVvnJ0GOi9t5UzfFab5RuL7klvNafCOf1CauKbqE=,41,30,99,99,1,2016-04-02,2016-05-02,0
vJGuVvnJ0GOi9t5UzfFab5RuL7klvNafCOf1CauKbqE=,41,30,99,99,1,2016-09-02,2016-10-02,0
vPS3Zklu0FbWn8pSqLsf+7mpJ83w5E7Mh3OGZeDQK7s=,41,30,99,99,1,2016-10-22,2016-11-22,0
vSo3WGd1idoGqy8A8FptaQtbS3gpdCoHyy07e7FZMt8=,40,30,149,149,1,2016-12-23,2017-01-22,0
vglgFwKR3lx9Rc3p2NKE6qLQNEJh6pK4NAOVXGvNNGQ=,40,30,149,149,1,2016-10-12,2016-11-14,0
vglgFwKR3lx9Rc3p2NKE6qLQNEJh6pK4NAOVXGvNNGQ=,40,30,149,149,1,2017-01-12,2017-02-14,0
vh69xpuiyh9KoSYz+G8ouVDiqzgVudaSf3NJVss+qhk=,41,30,149,149,1,2016-03-16,2016-04-17,0
vl3ob40Ez6Fap9ZqQFOkjY9N/zC0NYlwCmsQUj35EsE=,40,30,149,149,1,2015-12-06,2016-01-09,0
vl3ob40Ez6Fap9ZqQFOkjY9N/zC0NYlwCmsQUj35EsE=,40,31,149,149,1,2015-01-06,2015-02-05,0
vmzd4h3g+to5TPFCA2nrb78ifT3Rm/jzJMKTXvkm4R4=,40,30,149,149,1,2016-07-15,2016-08-17,0
vr5rlAPv0vwZsnZIB3R45bdNmn5Bj8N4krKu4BJKCjY=,37,30,149,149,1,2016-09-11,2016-10-11,0
vr5rlAPv0vwZsnZIB3R45bdNmn5Bj8N4krKu4BJKCjY=,37,30,149,149,1,2016-03-11,2016-04-11,0
vr5rlAPv0vwZsnZIB3R45bdNmn5Bj8N4krKu4BJKCjY=,37,30,149,149,1,2016-08-11,2016-09-11,0
w+Or/sjpA7X9Ev3aMWUsGxsnX3+I62EcuqP9zXN2QPU=,41,30,99,99,1,2016-01-05,2016-02-05,0
w+Or/sjpA7X9Ev3aMWUsGxsnX3+I62EcuqP9zXN2QPU=,41,30,99,99,1,2015-09-05,2015-10-05,0
w1mNisltlINDFQDZglLf3ramMcvoEzZ/DGZ9uD4AGkE=,39,30,149,149,1,2015-07-31,2015-09-01,0
wL5T9zhVmDdUz28l4ZEm6XHFLSW8FtLGx/TadxbfBLA=,41,30,149,149,1,2015-04-22,2015-05-23,0
wPNIryZSRFVRkrfKfJPl+LYZi26VT0fgyVgzrTsfcsQ=,27,30,149,149,1,2016-01-28,2016-02-27,0
wPNIryZSRFVRkrfKfJPl+LYZi26VT0fgyVgzrTsfcsQ=,27,30,149,149,1,2016-02-28,2016-02-27,1
wQrh6KJUKv3CTfaVm1kCRl88ftkH3jkAHCkU2W4WoSw=,41,30,99,99,1,2016-10-04,2016-11-04,0
wY2Px8kKRhDJV8RhgoFyhvpgNTMm/kPrbBxQdnr12WQ=,40,30,149,149,1,2015-10-24,2015-11-24,0
wjfnxMgNk5S562UwXGkhY5vKGXO3nS5/QkMtVuNv+lM=,28,30,150,150,0,2016-06-27,2016-07-27,0
x3sKCc9FtIWEzoXCO/7bOmHYzMLHOEqkMZDh+FuVIt0=,41,0,0,149,1,2015-04-30,2015-05-31,0
x3sKCc9FtIWEzoXCO/7bOmHYzMLHOEqkMZDh+FuVIt0=,41,30,149,149,1,2015-08-31,2015-09-30,0
x4MpvJAQhRd6f375TFVYDI9xUwDhFzDXry9hWGIwVb0=,41,30,149,149,1,2016-04-16,2016-05-15,0
xSQkG+gtR8brx/33LFyQYQGgp2tiLKhRmDqVeK6InYE=,40,30,149,149,1,2016-05-20,2016-06-20,0
xSQkG+gtR8brx/33LFyQYQGgp2tiLKhRmDqVeK6InYE=,40,30,149,149,1,2016-07-20,2016-08-20,0
xYtKDfm3zMnmSVrmSlIUBMFJ3A+acDsqh/V8Uqx6xYs=,41,30,149,149,1,2015-12-08,2016-01-08,0
xYtKDfm3zMnmSVrmSlIUBMFJ3A+acDsqh/V8Uqx6xYs=,41,30,149,149,1,2016-01-08,2016-02-08,0
xhzTfBSkLH2d85anQzT6j5xLxAIBQ/wBPtHCZzH0r3Y=,34,30,149,149,1,2016-08-31,2016-09-30,0
xsRnZu8Ko4EYB/B7J7r0IjbKFS6+4nGPFZfwqc3MP9c=,41,30,149,149,1,2015-08-09,2015-09-09,0
xsRnZu8Ko4EYB/B7J7r0IjbKFS6+4nGPFZfwqc3MP9c=,41,30,149,119,1,2015-02-09,2015-03-09,0
y2Rc1KTTI4FjpuL1lUeijCYxl+4GeqgI/bjO8UvpnFE=,41,30,149,149,1,2016-11-23,2016-12-24,0
y2Rc1KTTI4FjpuL1lUeijCYxl+4GeqgI/bjO8UvpnFE=,41,30,149,149,1,2016-09-23,2016-10-24,0
y2Rc1KTTI4FjpuL1lUeijCYxl+4GeqgI/bjO8UvpnFE=,41,30,149,149,1,2016-12-23,2017-01-24,0
y7Mu7bMpEbBhvtQ4sjPRQe8XRZT4xYsVqyTwLAPMYXk=,39,30,149,149,1,2016-09-30,2016-11-14,0
yX8Cjv1OfGmUp3RxJhrxPw7TiGIf5VnW3d7SaAWB8gE=,41,30,149,149,1,2015-07-26,2015-08-26,0
ya+KMACyA12dUgZS8wxsGoQumo89qFM8IcLYWOUcAMU=,41,30,99,99,1,2017-02-10,2017-03-10,0
ya+KMACyA12dUgZS8wxsGoQumo89qFM8IcLYWOUcAMU=,41,30,99,99,1,2015-11-10,2015-12-10,0
ya+KMACyA12dUgZS8wxsGoQumo89qFM8IcLYWOUcAMU=,41,30,149,149,1,2015-01-31,2015-02-28,0
ya+KMACyA12dUgZS8wxsGoQumo89qFM8IcLYWOUcAMU=,41,30,99,99,1,2016-03-10,2016-04-10,0
ya+KMACyA12dUgZS8wxsGoQumo89qFM8IcLYWOUcAMU=,41,30,99,99,1,2016-01-10,2016-02-10,0
yqJEdHqC5L79FCLKrCKQpRbTaV25agKwfdYqz/tRrdM=,41,30,149,149,1,2015-06-26,2015-07-26,0
yqJEdHqC5L79FCLKrCKQpRbTaV25agKwfdYqz/tRrdM=,41,30,149,119,1,2015-01-26,2015-02-26,0
ysKyi+YMlxeJmdJ8d67bozwye7EJL/vle9MZ2XpnYDI=,39,30,149,149,1,2017-01-31,2017-03-16,0
z3rwvgBtGQY54HHoMtT1ww/KxeyOt56JAvVOodJwyFI=,41,30,149,149,1,2016-07-10,2016-08-10,0
zH+uaQBIWB9GppZRMZukTQbNvTKGP9uAhs5Eh30TYtY=,38,30,149,149,0,2017-02-14,2017-03-16,0
zMHkl+7/YrQBJWkt3g8mAwZxxTX+yob1XtsXptKNKvE=,41,30,149,149,1,2016-07-11,2016-08-11,0
zMHkl+7/YrQBJWkt3g8mAwZxxTX+yob1XtsXptKNKvE=,41,30,99,99,1,2017-02-20,2017-03-20,0
zNoJ+yfm16bfn47vIj5zBQxlsxGAGkuW21klRomAXYI=,39,30,149,149,1,2016-10-31,2016-12-08,0
zNoJ+yfm16bfn47vIj5zBQxlsxGAGkuW21klRomAXYI=,39,30,149,149,1,2016-01-31,2016-03-08,0
zNoJ+yfm16bfn47vIj5zBQxlsxGAGkuW21klRomAXYI=,39,30,149,149,1,2017-01-31,2017-03-08,0
zg62KT4CpRvebisu7dpHW7CcY8mWZknNqN89rmkWpnc=,33,0,0,149,1,2015-07-31,2015-08-31,0
zg62KT4CpRvebisu7dpHW7CcY8mWZknNqN89rmkWpnc=,33,0,0,149,1,2015-09-30,2015-10-31,0
zg62KT4CpRvebisu7dpHW7CcY8mWZknNqN89rmkWpnc=,33,30,149,149,1,2016-12-31,2017-01-31,0
zjkGYrG3CCnuo4/z/mzROqhV42y/IV0Bbf+Tv7FKbH4=,39,31,149,149,1,2015-02-28,2015-04-26,0
zrD+v/GbVj49MXttIi+Vlj9LgDnzY5A8qA+WP0EuFeM=,38,30,149,149,0,2015-08-25,2015-09-27,0
+32d1JlIFi3ETwF7sZIGHYRHxdIqTRNj2CN0X/TruKU=,33,30,149,149,1,2016-09-30,2016-10-31,0
+32d1JlIFi3ETwF7sZIGHYRHxdIqTRNj2CN0X/TruKU=,33,0,0,149,1,2015-09-30,2015-10-31,0
+32d1JlIFi3ETwF7sZIGHYRHxdIqTRNj2CN0X/TruKU=,33,30,149,149,1,2016-07-31,2016-08-31,0
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,41,30,99,99,1,2015-10-27,2015-11-26,0
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,36,30,180,180,1,2017-01-07,2017-02-06,0
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,36,30,180,180,1,2016-11-07,2016-12-06,0
+GUPkGoaQ7Ew5TIa7h2460wMk5/iIgBu7YGVG9dODMs=,39,30,149,149,1,2016-09-30,2016-10-31,0
+JQCv+notSQw9MN/tODqIyP1QzcEk5ZpRrUjFHxQ8ig=,41,30,99,99,1,2017-01-14,2017-02-14,0
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,41,30,99,99,1,2016-01-08,2016-02-08,0
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,39,31,149,149,1,2015-01-31,2015-03-17,0
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,39,30,149,149,1,2016-09-30,2016-11-17,0
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,39,30,149,149,1,2016-12-31,2017-02-15,0
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,39,0,0,149,1,2015-04-30,2015-06-15,0
+s3jJdEWKI0aVm/aTtJjbl1/6m9T+Fdshe1opAtZTy8=,41,30,149,119,1,2015-01-09,2015-02-08,0
/0E+WcqOmQrb7ZtFCAQRLPT2Q8mmChn2dec5t6I251Q=,38,30,149,149,0,2016-10-17,2016-11-18,0
/0E+WcqOmQrb7ZtFCAQRLPT2Q8mmChn2dec5t6I251Q=,38,30,149,149,0,2017-02-19,2017-03-21,0
/61sw91hwiQwLQ4oY8Ag2m0bdsr0HjnQfbuMultgd/U=,41,30,99,99,1,2017-01-23,2017-02-23,0
/61sw91hwiQwLQ4oY8Ag2m0bdsr0HjnQfbuMultgd/U=,41,30,99,99,1,2016-11-23,2016-12-23,0
/OrkK+agRQCMhB2GK3KctomRLGCQuWxUqw9ml1eQNog=,39,30,149,149,1,2015-06-30,2015-08-25,0
/OrkK+agRQCMhB2GK3KctomRLGCQuWxUqw9ml1eQNog=,39,30,149,149,1,2015-12-02,2016-01-25,0
/PhKPEPcGTIlcGZBXwuzpolV/Q1puq7okouZGO+qPwQ=,34,30,149,149,1,2016-03-31,2016-04-30,0
/h/dIifv5bhMtqAyjFZpNvKkBx+qmEC1oKSWe630QdI=,41,30,149,149,1,2016-01-31,2016-03-01,0
/olKUTsndeEoXJJTKggUupHusCNqYVDXPfqsqzLPprk=,14,30,149,149,1,2016-04-30,2016-05-31,0
/olKUTsndeEoXJJTKggUupHusCNqYVDXPfqsqzLPprk=,14,30,149,149,1,2016-03-31,2016-04-30,0
/v0556fT6H7NdrdMtEuW2jsxPMOMRtlvlrj/X23x6Vo=,41,30,99,99,1,2016-11-13,2016-12-13,0
0+s3q5GSv8n/qt3AyvHZoGJaImab5DGrIxgQQHoz9V4=,41,30,129,129,1,2016-12-07,2017-01-07,0
00G8eO5jWn2qWkzz7y1nqUppQrh8W7k0ZqLqc+wvtHo=,38,30,149,149,0,2016-09-08,2016-10-08,0
01tQaPlMxhIF7QCiMTPVTQWzg88k40m9bfy/ZMWCg6A=,37,30,149,149,1,2016-09-21,2016-10-20,0
01tQaPlMxhIF7QCiMTPVTQWzg88k40m9bfy/ZMWCg6A=,37,30,149,149,1,2016-07-21,2016-08-20,0
01tQaPlMxhIF7QCiMTPVTQWzg88k40m9bfy/ZMWCg6A=,34,30,149,149,1,2015-09-19,2015-09-19,1
0DCjLpkPfeWI88rFIBBTwO7kIlnw75XKXY7No+qTqPs=,41,30,149,149,1,2016-07-15,2016-07-15,1
0F6CUDwQHCMB25fpEqFsrnH9Oq8UoPDqKA0UFbzJTUI=,37,30,149,149,1,2015-09-11,2015-10-10,0
0F6CUDwQHCMB25fpEqFsrnH9Oq8UoPDqKA0UFbzJTUI=,37,30,149,149,1,2015-08-11,2015-09-10,0
0F6CUDwQHCMB25fpEqFsrnH9Oq8UoPDqKA0UFbzJTUI=,37,30,149,149,1,2016-07-13,2016-08-12,0
0K0fp7RjjQHaztDsLasT6ZeasPLwqDxdUaaaOzJp0GQ=,41,30,149,149,1,2016-11-09,2016-12-09,0
0L45NtQRBv4QP/xJxvupGR2vxLkE0jlbMmozufgY+7o=,41,30,99,99,1,2016-12-21,2017-01-21,0
0L45NtQRBv4QP/xJxvupGR2vxLkE0jlbMmozufgY+7o=,41,30,149,119,1,2015-03-11,2015-04-12,0
0L45NtQRBv4QP/xJxvupGR2vxLkE0jlbMmozufgY+7o=,41,30,99,99,1,2016-11-21,2016-12-21,0
0L45NtQRBv4QP/xJxvupGR2vxLkE0jlbMmozufgY+7o=,41,30,149,149,1,2016-06-11,2016-07-12,0
0PEKDAUJBQHi50gorLj5CPtaf+B5AJwO2GpZMMXCj0Y=,41,30,99,99,1,2017-01-17,2017-02-17,0
0PEKDAUJBQHi50gorLj5CPtaf+B5AJwO2GpZMMXCj0Y=,41,30,99,99,1,2015-10-17,2015-11-17,0
0kt/mEM2LAZZv1Mp4d66L0ptpNUxToWYnZ8bzeeeyYo=,41,30,99,99,1,2016-05-07,2016-06-07,0
0xS0eezjAD9hXV/cSPq2+aPOfYs1xkClW4RomHoBHkk=,40,31,149,149,1,2015-03-07,2015-04-06,0
1Ikiaf5k11nLSbT4IuoILToE84IntuR7s7asgHRFd10=,41,30,149,119,1,2015-08-01,2015-09-01,0
1Ikiaf5k11nLSbT4IuoILToE84IntuR7s7asgHRFd10=,41,30,149,149,1,2016-03-01,2016-04-01,0
1QMc5y8TE0xpS1Pjea2SOLForlm3yc5xmLA9WMPhR1Y=,41,30,99,99,1,2016-04-30,2016-05-31,0
1kSBxZt0W6o2CpLGHIeakNLEkF2Xpymr1R/CYsPTlVo=,41,30,99,99,1,2016-10-20,2016-11-20,0
1p4V9/WEUqCGuyfLlIxSyTUwembRfnyfb2fXFcHialM=,41,30,149,149,1,2016-02-12,2016-02-12,1
1qIVJiUtsNBfF4xAbvkKWJHmDPn2uvz+fnRgOiirleM=,41,30,99,99,1,2016-10-01,2016-11-01,0
2K9WU+gtovPSk4x/J0sHLXGATVZJguBTSvdsv0AjbjQ=,39,30,149,149,1,2016-07-31,2016-09-05,0
2S5sLtKWwSYYToVrMAOFU0to055jOBs73ap/USNrcNE=,41,30,149,119,1,2015-09-30,2016-08-27,0
2S5sLtKWwSYYToVrMAOFU0to055jOBs73ap/USNrcNE=,41,30,149,119,1,2015-08-31,2016-06-27,0
2rTlVCD3ubrk82ZIqOE9bCqJWxg0I+5gmg6lssExaPg=,41,30,149,149,1,2016-02-03,2016-03-03,0
2x1bJ0lMJLOe3G0SqDq6NuV8hTqB8y2cedP3YFxsfgQ=,41,30,129,129,1,2016-08-05,2016-09-06,0
2zdqR2h1X2f1rEWDGkLSuvZaR31vm7h1asQum+Prr1U=,34,0,0,149,1,2015-10-31,2015-11-30,0
2zdqR2h1X2f1rEWDGkLSuvZaR31vm7h1asQum+Prr1U=,34,30,149,149,1,2016-10-31,2016-11-30,0
2zdqR2h1X2f1rEWDGkLSuvZaR31vm7h1asQum+Prr1U=,34,30,149,149,1,2016-09-30,2016-10-31,0
31iYKYXW6zNI7FMb/q6OBZNarcmfXCv/yHL9b3D8Aa4=,41,30,99,99,1,2016-07-16,2016-08-15,0
39J/LXnbmozVGhXlG+lRr/RuCPMeuyr5b7Tm/LjkwaM=,40,30,149,149,1,2016-10-01,2016-10-31,0
39J/LXnbmozVGhXlG+lRr/RuCPMeuyr5b7Tm/LjkwaM=,40,30,149,149,1,2016-03-28,2016-03-26,1
3BsOGmc0CG7n3Bd6sCTBzWGPP+qsnB616H8snK3mV1s=,36,30,180,180,1,2016-08-08,2016-09-07,0
3CaPV2amahJHVTyYHEt5TgDMmrInVq3Y2G0bwBo5mNo=,37,30,149,149,1,2016-11-02,2016-12-01,0
3H+VA+/f3wm/jQkbM7xeG9W+LBmun7QFMC42mzneni8=,28,30,150,150,0,2016-02-15,2016-03-16,0
3H+VA+/f3wm/jQkbM7xeG9W+LBmun7QFMC42mzneni8=,36,30,180,180,0,2016-12-16,2017-01-15,0
3H+VA+/f3wm/jQkbM7xeG9W+LBmun7QFMC42mzneni8=,36,30,180,180,0,2016-10-13,2016-11-12,0
3H+VA+/f3wm/jQkbM7xeG9W+LBmun7QFMC42mzneni8=,36,30,180,180,0,2016-11-15,2016-12-15,0
3ZoWUdgAuiR/Kqlb3z24EEMZOL3vE7uiT+sZDAKL3BQ=,41,30,99,99,1,2016-07-24,2016-09-28,0
3bVIj0VkEH+NGWsntNcr4sbpwA4TozztNycokxWNb5U=,23,0,0,149,1,2015-06-30,2015-07-31,0
3x4uLajm30JLnenzCvsCRC5Vp+zXqKFhgMQ9LStxXd4=,40,30,149,149,1,2016-12-05,2017-01-14,0
3x4uLajm30JLnenzCvsCRC5Vp+zXqKFhgMQ9LStxXd4=,40,30,149,149,1,2015-10-05,2015-11-14,0
42QB5V/ajsNMiQ0V/3vjuQhvrGmHsx5htRggxebGDGk=,38,30,149,149,0,2016-08-29,2016-10-31,0
42rIorrA761JCPNWBe2B99F2vJ9INrr5S7Mcdir1CCY=,41,30,99,99,1,2016-03-01,2016-04-01,0
42rIorrA761JCPNWBe2B99F2vJ9INrr5S7Mcdir1CCY=,41,30,99,99,1,2016-06-01,2016-07-01,0
42rIorrA761JCPNWBe2B99F2vJ9INrr5S7Mcdir1CCY=,41,30,99,99,1,2017-01-01,2017-02-01,0
45++exWHuVtyD3BN2aXC3Puo3bbGGPEDccitwELyK2g=,41,30,99,99,1,2016-12-03,2017-01-03,0
45gNNtGC48ycle0xmaJD6zkxfMxKyRGC3tprYdLqg50=,29,30,180,180,0,2016-11-10,2016-12-10,0
4M/T6ojq+bIt0MU+TRVitPkvI2XWXkIZFIyKYT0mo28=,41,30,99,99,1,2017-02-25,2017-03-25,0
4S0856f6+Wy9328ol91uM7qKALWDH6ON4Z7gEa5vaQo=,36,30,180,180,1,2017-02-04,2017-03-05,0
4SZBmxLz3PVAaViPNVnj4WoMobEjbRyZqXERh9eTuVc=,39,30,149,149,1,2016-01-04,2016-02-03,0
4Xfpm0vGAcy+vaIJlNi8IGRZy3kCWQcfkfeslpFtg7U=,41,30,99,99,1,2016-01-25,2016-02-25,0
4g5lljYRmsv3hoUGgnHyyoAODb9pTqfqiIhAq19Hkyk=,34,30,149,149,1,2016-02-29,2016-03-31,0
4gczHCl8o90musTr+fdkoZ1PoP4ims8TCtxkS0BJnfE=,36,30,180,180,1,2016-11-12,2016-12-11,0
4gczHCl8o90musTr+fdkoZ1PoP4ims8TCtxkS0BJnfE=,36,30,180,180,1,2016-06-12,2016-07-11,0
4qmfqxYbl06wUrfEZKoBFSO+989acDnC23wZOOnf6Nw=,41,30,129,129,1,2015-11-27,2015-12-27,0
4qmfqxYbl06wUrfEZKoBFSO+989acDnC23wZOOnf6Nw=,41,30,129,129,1,2015-09-27,2015-10-27,0
4wWkYb2fcqTAj/D+7YlOgOJxD8C/bGsI948ytRXmS9o=,37,30,149,149,1,2015-11-07,2015-12-09,0
4wWkYb2fcqTAj/D+7YlOgOJxD8C/bGsI948ytRXmS9o=,37,30,149,149,1,2016-05-07,2016-06-09,0
4zOZNcW21WLi+rcpEu4lQ8kvfYg6KPEpnWAWLVJpt00=,41,30,129,129,1,2016-07-31,2016-09-01,0
4zOZNcW21WLi+rcpEu4lQ8kvfYg6KPEpnWAWLVJpt00=,41,30,129,129,1,2015-11-30,2016-01-01,0
4zhfZvXC6meD5Ku03KHdWaPpSnYauXRxC8TV679fJKU=,34,0,0,149,1,2015-03-31,2015-04-30,0
4zhfZvXC6meD5Ku03KHdWaPpSnYauXRxC8TV679fJKU=,34,30,149,149,1,2016-04-30,2016-05-31,0
517cHn1Cog0mpN4blw/iEBbBeDCmhBNGXkqUWSQm7WY=,41,30,149,149,1,2016-03-31,2016-04-30,0
517cHn1Cog0mpN4blw/iEBbBeDCmhBNGXkqUWSQm7WY=,41,30,149,149,1,2016-08-31,2016-09-30,0
517cHn1Cog0mpN4blw/iEBbBeDCmhBNGXkqUWSQm7WY=,41,30,149,149,1,2016-12-31,2017-01-31,0
517cHn1Cog0mpN4blw/iEBbBeDCmhBNGXkqUWSQm7WY=,41,30,149,149,1,2016-07-31,2016-08-31,0
5B455NOpX9C1JHhJh01iWB4DC6EjFRPlL6grm4Rmgns=,41,30,99,99,1,2016-01-07,2016-02-06,0
5B455NOpX9C1JHhJh01iWB4DC6EjFRPlL6grm4Rmgns=,41,30,99,99,1,2017-02-06,2017-03-06,0
5CHjaC3ibSvEcAgEo77M0vqKzAYpfJuqxC7a/EKqbSk=,41,30,129,129,1,2016-07-31,2016-09-01,0
5PxV+UUu4XupXn1aXj2lQgGberwcSgr0m8Zt7jO7hGY=,34,30,149,149,1,2016-02-29,2016-03-31,0
5XriIxPGUtVKe96NEaTekjEo3SbD8jwdOFL7Jn8Zmbw=,41,30,149,149,1,2017-01-21,2017-02-21,0
5bvTLadCZxlOwVtBauQugaV3EHCzTLQ/mpMOgG8MZw0=,41,30,99,99,1,2016-12-08,2017-01-08,0
5l5EzHeBeqme1+ctXLgbWj0GfcxkJzlwB1N56pxAwbQ=,38,30,149,149,0,2016-12-03,2017-01-02,0
5l5EzHeBeqme1+ctXLgbWj0GfcxkJzlwB1N56pxAwbQ=,38,30,149,149,0,2015-06-06,2015-07-06,0
65TakKmpRNVL42iBxYt6p/c/JNghrK7gqpr0gBtRJYY=,41,30,99,99,1,2015-12-19,2016-01-19,0
68qdesp6ZzHc43hLELlxoKclQEpmG1j+p4XqeCXMhfk=,41,30,149,149,1,2015-08-08,2015-09-09,0
69zlx99NuZqbwkEc0DCl8d0+BI8haqhntZpoIUUupXs=,41,30,99,99,1,2016-08-25,2016-09-25,0
69zlx99NuZqbwkEc0DCl8d0+BI8haqhntZpoIUUupXs=,41,30,99,99,1,2015-09-26,2015-10-25,0
6UVNHIZWQLOHM9Gle0zrYSdMn9pa+RU6+WyTimN9uCQ=,40,30,149,149,1,2016-12-17,2017-01-16,0
6UVNHIZWQLOHM9Gle0zrYSdMn9pa+RU6+WyTimN9uCQ=,40,30,149,149,1,2015-07-17,2015-08-16,0
6UVNHIZWQLOHM9Gle0zrYSdMn9pa+RU6+WyTimN9uCQ=,40,31,149,149,1,2015-04-17,2015-05-16,0
6XFOTMJtuaQA639RefFzR6LYy8jjZUjGjxUYGG4uDGA=,41,30,149,149,1,2015-04-07,2015-05-08,0
6aytNOVpeZMoFqu47Cctvw5DmkydvxwTXvsQeOJlXvo=,41,30,99,99,1,2016-05-19,2016-06-19,0
6xSLjj55xKPirUi7LQFn3mWSAGohBVUTrDQSjuuPgFw=,41,30,149,149,1,2015-11-07,2017-01-06,0
6xSLjj55xKPirUi7LQFn3mWSAGohBVUTrDQSjuuPgFw=,41,0,0,149,1,2015-05-07,2016-01-05,0
6xSLjj55xKPirUi7LQFn3mWSAGohBVUTrDQSjuuPgFw=,41,30,149,149,1,2015-09-07,2016-09-06,0
6xSLjj55xKPirUi7LQFn3mWSAGohBVUTrDQSjuuPgFw=,41,0,0,119,1,2015-05-08,2016-02-05,0
7FJBJ2ysxyTFFiAi6ZbbnTfLfY9+OTyGoU4SvQdCAnk=,41,30,99,99,1,2016-02-27,2016-03-27,0
7KEEB9o6vp14LiR0K19Q+CGjhvWVIM92qdzJpV8Th/U=,41,30,99,99,1,2017-01-20,2017-02-20,0
7KEEB9o6vp14LiR0K19Q+CGjhvWVIM92qdzJpV8Th/U=,41,30,99,99,1,2016-10-20,2016-11-20,0
7MnYa7+Guv9gwpN0w92B2I5aIpRa/+C56Q6bexTkJN0=,34,30,149,149,1,2016-02-29,2016-03-31,0
7MnYa7+Guv9gwpN0w92B2I5aIpRa/+C56Q6bexTkJN0=,34,30,149,149,1,2015-11-30,2015-12-31,0
7fzkzVQFckJvEytAkacGLTSlLU4ZdmeAeU2tAtXsdwQ=,41,30,99,99,1,2016-05-12,2016-06-12,0
7kUGN2y3Q143+gLRBGgeOcYnE1LXcYV5NrAL/J/hacc=,39,30,149,149,1,2015-12-02,2016-01-17,0
7peM5WUJtkr1njSk0c/eaa9sZ5WLC2cZGlwmn1bDpcU=,38,30,149,149,0,2016-07-13,2016-08-12,0
8/rj+rHUNrXkcMX/3iZ+OCB/W8MEyp8JozMrzRkolNE=,33,0,0,149,1,2015-03-31,2015-04-30,0
8/rj+rHUNrXkcMX/3iZ+OCB/W8MEyp8JozMrzRkolNE=,33,30,149,149,1,2016-10-31,2016-11-30,0
8/rj+rHUNrXkcMX/3iZ+OCB/W8MEyp8JozMrzRkolNE=,33,30,149,149,1,2016-12-31,2017-01-31,0
83e22AWL7UATYQ3EyS7WQok5nPxgF8LbawIVBSSjvAw=,41,30,99,99,1,2016-04-24,2016-05-23,0
86cKVXcTwfDEam7BEip402lmEJf9LRsVYChj9QcDApM=,40,30,149,149,1,2016-03-28,2016-04-27,0
88hx7g9TrxEeuoV7jfhyXY//rtND+hT/Gvx6Y5lBDHo=,41,30,129,129,1,2016-06-09,2016-06-09,1
8B1y853+tEti0pKXqbClAdoBZgQJW7NQabITozqfbPY=,41,30,99,99,1,2017-01-31,2017-02-28,0
8B1y853+tEti0pKXqbClAdoBZgQJW7NQabITozqfbPY=,41,30,99,99,1,2016-03-31,2016-04-30,0
8Cei7Y5z1l8h4yhLKrjgzRjsLdBgMd9JjOGPC26AYWE=,41,0,0,129,1,2015-05-02,2015-06-01,0
8Cei7Y5z1l8h4yhLKrjgzRjsLdBgMd9JjOGPC26AYWE=,41,30,129,129,1,2016-03-01,2016-04-01,0
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,40,30,149,149,1,2017-02-18,2017-03-17,0
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,36,30,150,150,0,2015-09-14,2015-10-14,0
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,41,30,149,149,1,2016-07-01,2016-08-01,0
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,41,30,149,149,1,2016-06-01,2016-07-01,0
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,41,30,99,99,1,2016-04-16,2016-05-16,0
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,41,30,99,99,1,2016-09-13,2016-10-13,0
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,41,30,99,99,1,2016-06-13,2016-07-13,0
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,41,30,99,99,1,2016-12-14,2017-01-14,0
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,41,30,99,99,1,2016-06-14,2016-07-14,0
