msno,cutoff_time,label,days_to_churn,churn_date
8Cei7Y5z1l8h4yhLKrjgzRjsLdBgMd9JjOGPC26AYWE=,2016-05-01,0.0,,
8Cei7Y5z1l8h4yhLKrjgzRjsLdBgMd9JjOGPC26AYWE=,2016-06-01,0.0,,
8Cei7Y5z1l8h4yhLKrjgzRjsLdBgMd9JjOGPC26AYWE=,2016-07-01,0.0,,
8Cei7Y5z1l8h4yhLKrjgzRjsLdBgMd9JjOGPC26AYWE=,2016-08-01,0.0,,
8Cei7Y5z1l8h4yhLKrjgzRjsLdBgMd9JjOGPC26AYWE=,2016-09-01,0.0,,
8Cei7Y5z1l8h4yhLKrjgzRjsLdBgMd9JjOGPC26AYWE=,2016-10-01,0.0,,
8Cei7Y5z1l8h4yhLKrjgzRjsLdBgMd9JjOGPC26AYWE=,2016-11-01,0.0,,
8Cei7Y5z1l8h4yhLKrjgzRjsLdBgMd9JjOGPC26AYWE=,2016-12-01,0.0,,
8Cei7Y5z1l8h4yhLKrjgzRjsLdBgMd9JjOGPC26AYWE=,2017-01-01,0.0,,
8Cei7Y5z1l8h4yhLKrjgzRjsLdBgMd9JjOGPC26AYWE=,2017-02-01,,,
8Cei7Y5z1l8h4yhLKrjgzRjsLdBgMd9JjOGPC26AYWE=,2017-03-01,,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2015-08-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2015-09-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2015-10-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2015-11-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2015-12-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2016-01-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2016-02-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2016-03-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2016-04-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2016-05-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2016-06-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2016-07-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2016-08-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2016-09-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2016-10-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2016-11-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2016-12-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2017-01-01,0.0,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2017-02-01,,,
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,2017-03-01,,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2015-08-01,0.0,65.0,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2015-09-01,1.0,34.0,2015-10-05
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2015-10-01,,4.0,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2015-11-01,,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2015-12-01,,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2016-01-01,,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2016-02-01,,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2016-03-01,0.0,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2016-04-01,0.0,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2016-05-01,0.0,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2016-06-01,0.0,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2016-07-01,0.0,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2016-08-01,0.0,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2016-09-01,0.0,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2016-10-01,0.0,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2016-11-01,0.0,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2016-12-01,0.0,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2017-01-01,0.0,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2017-02-01,,,
8UeUe0vSYYyReyZ0p7eQsmd405xt1Oq0w98nlx3ZZTI=,2017-03-01,,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2015-01-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2015-02-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2015-03-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2015-04-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2015-05-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2015-06-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2015-07-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2015-08-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2015-09-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2015-10-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2015-11-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2015-12-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2016-01-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2016-02-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2016-03-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2016-04-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2016-05-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2016-06-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2016-07-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2016-08-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2016-09-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2016-10-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2016-11-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2016-12-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2017-01-01,0.0,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2017-02-01,,,
8YTZA7hpa6f/pfdlXC1R+MSmFJiW0L5PW642vtb45Lk=,2017-03-01,,,
8amWNDrngh6BA3JF/MkSAhCwQak9Ysy6p659w3g2ltQ=,2016-12-01,0.0,,
8amWNDrngh6BA3JF/MkSAhCwQak9Ysy6p659w3g2ltQ=,2017-01-01,0.0,,
8amWNDrngh6BA3JF/MkSAhCwQak9Ysy6p659w3g2ltQ=,2017-02-01,,,
8amWNDrngh6BA3JF/MkSAhCwQak9Ysy6p659w3g2ltQ=,2017-03-01,,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2015-10-01,0.0,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2015-11-01,0.0,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2015-12-01,0.0,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2016-01-01,0.0,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2016-02-01,0.0,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2016-03-01,0.0,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2016-04-01,0.0,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2016-05-01,0.0,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2016-06-01,0.0,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2016-07-01,0.0,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2016-08-01,0.0,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2016-09-01,0.0,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2016-10-01,0.0,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2016-11-01,0.0,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2016-12-01,0.0,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2017-01-01,0.0,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2017-02-01,,,
8dc52+zvmxCvLptVxqm9/f/6CaZII15q/nz2E1YK3sI=,2017-03-01,,,
8gMvl28V8n53pUSze9GsuK4eRTcBofYhouUWosqYw50=,2016-12-01,0.0,,
8gMvl28V8n53pUSze9GsuK4eRTcBofYhouUWosqYw50=,2017-01-01,0.0,,
8gMvl28V8n53pUSze9GsuK4eRTcBofYhouUWosqYw50=,2017-02-01,,,
8gMvl28V8n53pUSze9GsuK4eRTcBofYhouUWosqYw50=,2017-03-01,,,
8nadoP8PAJqjXkoNP26CgwPkDh9otyz/XHbszyK+2zo=,2016-07-01,0.0,,
8nadoP8PAJqjXkoNP26CgwPkDh9otyz/XHbszyK+2zo=,2016-08-01,0.0,,
8nadoP8PAJqjXkoNP26CgwPkDh9otyz/XHbszyK+2zo=,2016-09-01,0.0,,
8nadoP8PAJqjXkoNP26CgwPkDh9otyz/XHbszyK+2zo=,2016-10-01,0.0,,
8nadoP8PAJqjXkoNP26CgwPkDh9otyz/XHbszyK+2zo=,2016-11-01,0.0,,
8nadoP8PAJqjXkoNP26CgwPkDh9otyz/XHbszyK+2zo=,2016-12-01,0.0,,
8nadoP8PAJqjXkoNP26CgwPkDh9otyz/XHbszyK+2zo=,2017-01-01,0.0,,
8nadoP8PAJqjXkoNP26CgwPkDh9otyz/XHbszyK+2zo=,2017-02-01,,,
8nadoP8PAJqjXkoNP26CgwPkDh9otyz/XHbszyK+2zo=,2017-03-01,,,
8t058QVgi6kEG6uWJ02/t4rE7rR8pYufhWUbijlXzmE=,2016-02-01,0.0,,
8t058QVgi6kEG6uWJ02/t4rE7rR8pYufhWUbijlXzmE=,2016-03-01,0.0,,
8t058QVgi6kEG6uWJ02/t4rE7rR8pYufhWUbijlXzmE=,2016-04-01,0.0,,
8t058QVgi6kEG6uWJ02/t4rE7rR8pYufhWUbijlXzmE=,2016-05-01,0.0,,
8t058QVgi6kEG6uWJ02/t4rE7rR8pYufhWUbijlXzmE=,2016-06-01,0.0,,
8t058QVgi6kEG6uWJ02/t4rE7rR8pYufhWUbijlXzmE=,2016-07-01,0.0,,
8t058QVgi6kEG6uWJ02/t4rE7rR8pYufhWUbijlXzmE=,2016-08-01,0.0,,
8t058QVgi6kEG6uWJ02/t4rE7rR8pYufhWUbijlXzmE=,2016-09-01,0.0,,
8t058QVgi6kEG6uWJ02/t4rE7rR8pYufhWUbijlXzmE=,2016-10-01,0.0,,
8t058QVgi6kEG6uWJ02/t4rE7rR8pYufhWUbijlXzmE=,2016-11-01,0.0,,
8t058QVgi6kEG6uWJ02/t4rE7rR8pYufhWUbijlXzmE=,2016-12-01,0.0,,
8t058QVgi6kEG6uWJ02/t4rE7rR8pYufhWUbijlXzmE=,2017-01-01,0.0,,
8t058QVgi6kEG6uWJ02/t4rE7rR8pYufhWUbijlXzmE=,2017-02-01,,,
8t058QVgi6kEG6uWJ02/t4rE7rR8pYufhWUbijlXzmE=,2017-03-01,,,
8xAy4oQ0quNxxQ+eDH2IFbYjhV117PZoZ/EgyVZywho=,2016-03-01,0.0,87.00000000000001,
8xAy4oQ0quNxxQ+eDH2IFbYjhV117PZoZ/EgyVZywho=,2016-04-01,1.0,56.0,2016-05-27
8xAy4oQ0quNxxQ+eDH2IFbYjhV117PZoZ/EgyVZywho=,2016-05-01,,26.0,
8xAy4oQ0quNxxQ+eDH2IFbYjhV117PZoZ/EgyVZywho=,2016-06-01,0.0,,
8xAy4oQ0quNxxQ+eDH2IFbYjhV117PZoZ/EgyVZywho=,2016-07-01,0.0,,
8xAy4oQ0quNxxQ+eDH2IFbYjhV117PZoZ/EgyVZywho=,2016-08-01,0.0,,
8xAy4oQ0quNxxQ+eDH2IFbYjhV117PZoZ/EgyVZywho=,2016-09-01,0.0,,
8xAy4oQ0quNxxQ+eDH2IFbYjhV117PZoZ/EgyVZywho=,2016-10-01,0.0,,
8xAy4oQ0quNxxQ+eDH2IFbYjhV117PZoZ/EgyVZywho=,2016-11-01,0.0,,
8xAy4oQ0quNxxQ+eDH2IFbYjhV117PZoZ/EgyVZywho=,2016-12-01,0.0,,
8xAy4oQ0quNxxQ+eDH2IFbYjhV117PZoZ/EgyVZywho=,2017-01-01,,,
8xAy4oQ0quNxxQ+eDH2IFbYjhV117PZoZ/EgyVZywho=,2017-02-01,,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2015-01-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2015-02-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2015-03-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2015-04-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2015-05-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2015-06-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2015-07-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2015-08-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2015-09-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2015-10-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2015-11-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2015-12-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2016-01-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2016-02-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2016-03-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2016-04-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2016-05-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2016-06-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2016-07-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2016-08-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2016-09-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2016-10-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2016-11-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2016-12-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2017-01-01,0.0,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2017-02-01,,,
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,2017-03-01,,,
97nVb/TTLWmyXd9OK+dk3ZWOOcKPQKFEGepfQhBtjzQ=,2016-02-01,0.0,,
97nVb/TTLWmyXd9OK+dk3ZWOOcKPQKFEGepfQhBtjzQ=,2016-03-01,0.0,,
97nVb/TTLWmyXd9OK+dk3ZWOOcKPQKFEGepfQhBtjzQ=,2016-04-01,0.0,,
97nVb/TTLWmyXd9OK+dk3ZWOOcKPQKFEGepfQhBtjzQ=,2016-05-01,0.0,,
97nVb/TTLWmyXd9OK+dk3ZWOOcKPQKFEGepfQhBtjzQ=,2016-06-01,0.0,,
97nVb/TTLWmyXd9OK+dk3ZWOOcKPQKFEGepfQhBtjzQ=,2016-07-01,0.0,,
97nVb/TTLWmyXd9OK+dk3ZWOOcKPQKFEGepfQhBtjzQ=,2016-08-01,0.0,,
97nVb/TTLWmyXd9OK+dk3ZWOOcKPQKFEGepfQhBtjzQ=,2016-09-01,0.0,,
97nVb/TTLWmyXd9OK+dk3ZWOOcKPQKFEGepfQhBtjzQ=,2016-10-01,0.0,,
97nVb/TTLWmyXd9OK+dk3ZWOOcKPQKFEGepfQhBtjzQ=,2016-11-01,0.0,,
97nVb/TTLWmyXd9OK+dk3ZWOOcKPQKFEGepfQhBtjzQ=,2016-12-01,0.0,,
97nVb/TTLWmyXd9OK+dk3ZWOOcKPQKFEGepfQhBtjzQ=,2017-01-01,0.0,,
97nVb/TTLWmyXd9OK+dk3ZWOOcKPQKFEGepfQhBtjzQ=,2017-02-01,,,
97nVb/TTLWmyXd9OK+dk3ZWOOcKPQKFEGepfQhBtjzQ=,2017-03-01,,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2015-08-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2015-09-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2015-10-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2015-11-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2015-12-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2016-01-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2016-02-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2016-03-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2016-04-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2016-05-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2016-06-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2016-07-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2016-08-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2016-09-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2016-10-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2016-11-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2016-12-01,0.0,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2017-01-01,,,
97vppTkfARaQm1eedJMOI2tv5I69P7AC5eEbJAAPXOI=,2017-02-01,,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2015-01-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2015-02-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2015-03-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2015-04-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2015-05-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2015-06-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2015-07-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2015-08-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2015-09-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2015-10-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2015-11-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2015-12-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2016-01-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2016-02-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2016-03-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2016-04-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2016-05-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2016-06-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2016-07-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2016-08-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2016-09-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2016-10-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2016-11-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2016-12-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2017-01-01,0.0,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2017-02-01,,,
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,2017-03-01,,,
9Cvt8wFKwALRdHVL27wvqsyUp6nYOw+yiNqT+S3B0qM=,2016-06-01,0.0,,
9Cvt8wFKwALRdHVL27wvqsyUp6nYOw+yiNqT+S3B0qM=,2016-07-01,0.0,,
9Cvt8wFKwALRdHVL27wvqsyUp6nYOw+yiNqT+S3B0qM=,2016-08-01,0.0,,
9Cvt8wFKwALRdHVL27wvqsyUp6nYOw+yiNqT+S3B0qM=,2016-09-01,0.0,,
9Cvt8wFKwALRdHVL27wvqsyUp6nYOw+yiNqT+S3B0qM=,2016-10-01,0.0,,
9Cvt8wFKwALRdHVL27wvqsyUp6nYOw+yiNqT+S3B0qM=,2016-11-01,0.0,,
9Cvt8wFKwALRdHVL27wvqsyUp6nYOw+yiNqT+S3B0qM=,2016-12-01,0.0,,
9Cvt8wFKwALRdHVL27wvqsyUp6nYOw+yiNqT+S3B0qM=,2017-01-01,0.0,,
9Cvt8wFKwALRdHVL27wvqsyUp6nYOw+yiNqT+S3B0qM=,2017-02-01,,,
9Cvt8wFKwALRdHVL27wvqsyUp6nYOw+yiNqT+S3B0qM=,2017-03-01,,,
9DQAXbmzXOQRNzm8ZENGwEO+a/sZaYFGdg0S5rvE/rc=,2016-04-01,0.0,,
9DQAXbmzXOQRNzm8ZENGwEO+a/sZaYFGdg0S5rvE/rc=,2016-05-01,0.0,,
9DQAXbmzXOQRNzm8ZENGwEO+a/sZaYFGdg0S5rvE/rc=,2016-06-01,0.0,,
9DQAXbmzXOQRNzm8ZENGwEO+a/sZaYFGdg0S5rvE/rc=,2016-07-01,0.0,,
9DQAXbmzXOQRNzm8ZENGwEO+a/sZaYFGdg0S5rvE/rc=,2016-08-01,0.0,,
9DQAXbmzXOQRNzm8ZENGwEO+a/sZaYFGdg0S5rvE/rc=,2016-09-01,0.0,,
9DQAXbmzXOQRNzm8ZENGwEO+a/sZaYFGdg0S5rvE/rc=,2016-10-01,0.0,,
9DQAXbmzXOQRNzm8ZENGwEO+a/sZaYFGdg0S5rvE/rc=,2016-11-01,0.0,,
9DQAXbmzXOQRNzm8ZENGwEO+a/sZaYFGdg0S5rvE/rc=,2016-12-01,0.0,,
9DQAXbmzXOQRNzm8ZENGwEO+a/sZaYFGdg0S5rvE/rc=,2017-01-01,0.0,,
9DQAXbmzXOQRNzm8ZENGwEO+a/sZaYFGdg0S5rvE/rc=,2017-02-01,,,
9DQAXbmzXOQRNzm8ZENGwEO+a/sZaYFGdg0S5rvE/rc=,2017-03-01,,,
9GXQextm7laDdL1yfEZiBFtxWS+s5Kfx+NUNiA0/oGo=,2016-10-01,0.0,,
9GXQextm7laDdL1yfEZiBFtxWS+s5Kfx+NUNiA0/oGo=,2016-11-01,0.0,,
9GXQextm7laDdL1yfEZiBFtxWS+s5Kfx+NUNiA0/oGo=,2016-12-01,0.0,,
9GXQextm7laDdL1yfEZiBFtxWS+s5Kfx+NUNiA0/oGo=,2017-01-01,0.0,,
9GXQextm7laDdL1yfEZiBFtxWS+s5Kfx+NUNiA0/oGo=,2017-02-01,,,
